index,x,y
12,1100,497
21,498,567
22,660,528
23,802,502
24,933,486
25,1038,470
32,169,530
33,320,508
34,458,515
35,609,489
36,744,457
37,879,444
38,987,434
45,155,470
46,316,444
47,417,449
48,565,434
49,701,413
50,821,401
51,1000,431
58,162,416
59,292,403
60,388,395
61,501,386
62,649,374
63,761,361
64,871,355
71,154,373
72,249,356
73,353,351
74,462,341
75,594,331
76,709,320
77,810,312
84,133,327
85,246,317
86,331,311
87,434,299
88,511,295
89,656,283
90,752,275
index,x,y
10,864,536
11,991,527
12,1095,497
21,496,572
22,659,530
23,801,502
24,931,485
25,1036,470
32,162,534
33,312,508
34,456,520
35,609,491
36,743,457
37,876,444
38,985,433
45,154,471
46,316,444
47,417,451
48,565,436
49,701,413
50,820,401
51,1006,432
58,156,418
59,295,405
60,388,396
61,509,386
62,649,374
63,760,362
64,866,353
71,147,374
72,258,355
73,355,351
74,470,339
75,595,331
76,707,321
77,808,312
84,122,329
85,242,317
86,332,309
87,434,298
88,519,295
89,655,283
90,751,275
index,x,y
10,860,537
11,991,528
12,1100,495
22,657,520
23,798,501
24,931,485
25,1036,471
32,147,533
33,312,508
34,454,514
35,602,483
36,737,456
37,877,444
38,984,431
45,160,472
47,413,452
48,567,431
49,698,413
50,818,400
51,1045,449
58,149,418
59,295,406
60,384,396
61,522,383
62,650,373
63,758,363
64,862,352
71,137,377
72,260,356
73,350,351
74,466,339
75,595,331
76,707,322
77,806,313
84,116,328
85,228,319
86,324,310
87,433,298
88,542,291
89,657,283
90,750,275
index,x,y
10,860,537
11,991,528
12,1099,495
22,658,519
23,797,501
24,931,485
25,1035,471
32,148,533
33,312,508
34,454,513
35,602,482
36,737,456
37,876,443
38,984,430
45,160,472
47,414,451
48,567,431
49,698,413
50,818,400
51,1040,447
58,150,417
59,296,405
60,384,396
61,520,384
62,650,373
63,758,363
64,862,352
71,138,377
72,259,356
73,351,351
74,465,339
75,595,331
76,707,322
77,805,313
84,115,329
85,229,319
86,325,310
87,433,298
88,542,291
89,657,283
90,750,275
index,x,y
9,664,560
10,855,540
11,990,528
12,1101,494
21,486,539
22,649,522
23,793,503
24,929,485
25,1036,471
32,148,515
34,447,506
35,594,482
36,733,457
37,873,443
38,984,431
41,88,480
46,316,444
47,408,448
48,560,430
49,694,413
50,815,400
51,1030,443
58,146,417
59,296,406
60,379,395
61,515,384
62,644,374
63,755,363
64,861,352
70,32,372
71,131,377
72,253,357
73,349,350
74,457,342
75,590,332
76,705,323
77,804,313
84,105,329
85,224,319
86,319,312
87,430,299
88,534,292
89,653,284
90,749,275
index,x,y
10,849,542
11,986,528
12,1092,498
21,483,539
22,644,526
23,789,504
24,926,486
25,1031,472
32,146,520
34,445,507
35,593,484
36,733,459
37,871,443
38,979,431
47,405,447
48,555,432
49,689,415
50,813,400
51,986,425
58,140,419
59,293,405
60,378,395
61,513,385
62,641,373
63,753,362
64,858,351
70,32,372
71,127,377
72,258,356
73,348,351
74,455,342
75,587,333
76,703,321
77,802,312
83,4,344
84,111,342
85,221,319
86,320,312
87,428,298
88,536,291
89,649,284
90,748,275
index,x,y
9,651,560
10,845,542
11,984,527
12,1093,500
21,467,538
22,643,523
23,787,504
24,925,486
25,1030,472
32,143,529
34,444,508
35,592,482
36,733,459
37,870,444
38,978,432
41,84,480
45,160,468
46,284,444
47,403,447
48,556,430
49,689,414
50,812,401
51,1012,436
58,137,423
59,283,406
60,373,395
61,513,385
62,643,373
63,754,363
64,858,350
70,32,372
71,125,378
72,251,356
73,344,350
74,446,342
75,588,331
76,704,320
77,802,312
83,2,332
84,110,328
85,219,319
86,317,311
87,428,298
88,531,292
89,650,283
90,748,274
index,x,y
9,629,561
10,842,541
11,980,526
12,1084,502
19,144,576
21,470,536
22,628,518
23,781,503
24,923,485
25,1026,472
32,140,529
34,432,504
35,575,476
36,726,458
37,869,443
38,976,432
41,53,480
45,150,468
46,284,444
47,397,446
48,549,428
49,682,413
50,811,400
51,969,417
58,136,423
59,274,406
60,371,394
61,507,384
62,637,374
63,752,362
64,857,351
65,4,392
71,123,377
72,247,357
73,342,350
74,449,342
75,585,332
76,703,321
77,801,313
83,2,325
84,113,331
85,222,317
86,315,311
87,425,299
88,530,292
89,649,284
90,747,275
index,x,y
8,459,540
9,618,562
10,838,543
11,979,527
12,1087,504
16,524,518
21,457,531
22,617,509
23,775,505
24,923,486
25,1025,474
32,124,508
34,430,499
35,569,477
36,720,459
37,868,444
38,975,433
46,284,444
47,394,445
48,546,427
49,676,414
50,809,401
51,916,392
58,126,420
59,271,405
60,368,394
61,500,384
62,632,373
63,751,362
64,856,351
71,121,375
72,242,356
73,335,351
74,452,342
75,581,331
76,701,320
77,801,313
84,100,347
85,212,319
86,311,312
87,420,298
88,533,291
89,645,283
90,746,274
index,x,y
8,458,540
9,618,562
10,838,543
11,979,527
12,1085,504
16,524,520
21,455,531
22,617,509
23,776,505
24,922,486
25,1025,473
32,124,508
34,430,498
35,569,477
36,720,459
37,868,444
38,975,433
46,280,444
47,394,445
48,546,427
49,676,414
50,809,401
51,915,392
58,126,420
59,271,405
60,368,394
61,501,384
62,632,373
63,751,362
64,856,351
71,121,375
72,242,356
73,336,351
74,452,342
75,580,331
76,701,320
77,800,313
84,101,344
85,212,319
86,311,312
87,420,298
88,533,291
89,645,283
90,746,273
index,x,y
8,450,540
10,841,544
11,979,528
12,1086,502
21,448,537
22,630,525
23,782,506
24,923,486
25,1025,473
32,133,522
34,432,501
35,580,482
36,726,461
37,868,445
38,975,433
45,124,476
46,280,444
47,396,446
48,550,429
49,680,415
50,810,401
51,916,393
58,125,420
59,272,405
60,366,396
61,504,385
62,634,373
63,751,362
64,856,352
71,116,375
72,239,356
73,336,351
74,456,342
75,582,330
76,700,320
77,800,313
83,2,331
84,94,338
85,208,320
86,310,311
87,419,298
88,532,290
89,645,282
90,744,273
index,x,y
3,538,556
9,628,561
10,834,546
11,976,527
12,1083,503
21,466,533
22,622,518
23,775,504
24,919,486
25,1023,473
32,130,534
34,430,499
35,570,477
36,719,459
37,866,445
38,974,433
45,124,474
46,295,444
47,397,444
48,545,428
49,679,414
50,808,401
51,914,392
58,121,423
59,275,406
60,368,393
61,487,385
62,634,372
63,751,362
64,855,352
71,114,376
72,245,355
73,336,350
74,452,340
75,580,329
76,701,319
77,800,313
83,2,332
84,99,329
85,215,319
86,311,310
87,417,297
88,532,289
89,645,281
90,745,273
index,x,y
9,620,565
10,833,547
11,978,527
12,1085,503
21,457,534
22,618,523
23,775,506
24,921,486
25,1024,474
32,128,530
33,291,509
34,430,501
35,571,482
36,720,462
37,868,445
38,975,433
45,122,472
46,284,444
47,393,446
48,543,428
49,676,416
50,808,401
51,916,392
58,117,422
59,271,405
60,363,393
61,492,384
62,630,373
63,750,362
64,854,352
71,108,376
72,243,355
73,334,350
74,451,340
75,578,328
76,699,318
77,800,312
83,2,328
84,96,330
85,214,320
86,310,310
87,413,297
88,528,288
89,642,280
90,742,272
index,x,y
9,620,563
10,830,548
11,976,527
12,1083,503
13,528,540
16,516,516
19,123,581
22,621,520
23,774,506
24,918,487
25,1023,475
32,122,526
33,288,508
34,429,499
35,570,481
36,721,462
37,866,446
38,974,433
41,55,480
45,124,471
46,280,444
47,394,446
48,531,429
49,673,416
50,807,401
51,916,392
58,120,420
59,274,405
60,363,393
61,477,386
62,629,372
63,749,361
64,854,351
71,114,375
72,248,356
73,331,350
74,450,340
75,572,329
76,698,318
77,799,311
83,2,329
84,104,327
85,220,318
86,308,310
87,410,297
88,476,294
89,641,279
90,742,271
index,x,y
9,637,568
10,831,548
11,974,528
12,1077,507
19,121,595
21,468,536
22,620,523
23,772,507
24,917,487
25,1021,477
32,120,536
33,292,507
34,422,503
35,572,483
36,716,463
37,865,447
38,973,434
41,47,481
45,124,472
46,278,444
47,390,447
48,537,431
49,671,417
50,804,402
51,916,393
58,120,426
59,269,406
60,362,394
61,435,393
62,624,372
63,746,361
64,853,351
70,2,367
71,110,376
72,244,356
73,330,351
74,441,339
75,570,328
76,694,318
77,798,311
83,6,329
84,98,326
85,216,317
86,310,308
87,408,297
88,506,290
89,638,279
90,738,271
index,x,y
9,631,567
10,831,548
11,975,528
12,1077,507
19,122,599
21,468,537
22,620,523
23,773,507
24,917,487
25,1022,477
32,121,537
33,294,507
34,424,504
35,571,483
36,718,464
37,866,447
38,974,434
41,47,482
45,124,473
46,278,444
47,391,447
48,537,431
49,670,417
50,805,402
51,916,392
58,121,426
59,272,405
60,362,394
61,425,394
62,622,372
63,746,361
64,853,351
70,3,368
71,110,376
72,246,356
73,330,351
74,439,340
75,570,328
76,693,318
77,798,311
83,6,329
84,98,325
85,217,317
86,311,308
87,408,297
88,505,290
89,637,279
90,738,271
index,x,y
9,622,561
10,824,548
11,973,528
12,1077,507
19,120,598
21,460,533
22,616,519
23,766,506
24,916,487
25,1021,477
32,120,537
33,289,508
34,421,500
35,564,481
36,712,464
37,864,446
38,975,435
41,50,481
45,124,475
46,278,444
47,388,446
48,532,429
49,668,416
50,804,403
51,916,392
58,120,426
59,270,407
60,360,394
61,417,395
62,622,372
63,745,361
64,852,352
70,2,369
71,110,377
72,246,356
73,329,352
74,434,340
75,570,328
76,693,317
77,796,311
83,6,332
84,101,326
85,217,318
86,311,308
87,406,297
88,493,291
89,636,279
90,737,271
index,x,y
6,111,604
9,615,558
10,827,549
11,973,531
12,1076,511
19,121,598
21,484,534
22,619,519
23,772,505
24,916,489
25,1023,478
32,120,537
34,421,504
35,571,478
36,718,460
37,864,446
38,975,435
41,56,483
42,292,472
45,121,477
46,280,444
47,386,449
48,535,431
49,671,415
50,803,401
51,913,392
58,117,426
59,272,406
60,361,395
61,418,395
62,624,371
63,744,361
64,850,350
70,0,372
71,107,376
72,246,356
73,329,352
74,446,339
75,571,328
76,691,317
77,794,309
83,3,332
84,98,326
85,215,318
86,311,309
87,406,298
88,520,287
89,636,277
90,736,269
index,x,y
10,827,550
11,974,532
12,1078,514
19,119,599
21,483,540
22,626,529
23,774,506
24,917,489
25,1025,478
32,118,539
34,421,509
35,576,485
36,718,462
37,864,445
38,975,435
45,118,479
46,278,444
47,384,451
48,502,437
49,671,417
50,803,403
51,914,392
58,113,426
59,267,408
60,356,397
61,417,396
62,624,372
63,745,361
64,851,351
70,1,370
71,103,376
72,242,358
73,325,353
74,446,339
75,571,327
76,692,317
77,795,310
83,3,332
84,92,325
85,211,319
86,306,309
87,406,297
88,492,290
89,636,277
90,738,270
index,x,y
6,112,604
10,834,548
11,976,532
12,1078,516
19,116,589
22,629,530
23,779,504
24,921,489
25,1026,479
32,117,538
34,418,512
35,573,484
36,722,461
37,866,445
38,977,435
41,36,480
42,288,484
45,116,478
46,280,444
47,383,451
48,500,437
49,673,417
50,806,402
51,915,393
58,110,426
59,266,408
60,355,396
61,412,397
62,625,372
63,745,361
64,852,352
70,0,368
71,102,377
72,244,358
73,325,353
74,445,339
75,571,327
76,694,317
77,796,310
83,2,327
84,89,325
85,211,319
86,309,309
87,405,296
88,479,291
89,637,278
90,741,270
index,x,y
8,488,578
9,632,569
10,835,548
11,980,531
12,1085,513
19,113,581
21,477,537
22,625,524
23,778,504
24,923,489
25,1028,478
32,113,538
34,425,507
35,569,482
36,721,460
37,868,445
38,978,435
41,55,480
45,114,476
46,280,444
47,385,451
48,521,435
49,671,417
50,806,401
51,952,411
58,108,427
59,264,407
60,353,396
61,423,395
62,623,372
63,745,361
64,853,351
71,98,377
72,243,357
73,324,352
74,443,340
75,570,327
76,693,317
77,796,309
83,3,332
84,82,325
85,207,319
86,303,310
87,401,297
88,505,288
89,636,277
90,739,268
index,x,y
8,488,578
9,623,567
10,834,548
11,978,532
12,1085,513
21,478,536
22,624,523
23,778,504
24,922,489
25,1028,479
32,113,538
34,423,507
35,568,481
36,720,460
37,868,445
38,977,435
41,52,480
45,114,476
46,280,444
47,385,451
48,526,434
49,671,416
50,806,401
51,952,411
58,108,427
59,263,407
60,353,396
61,419,396
62,625,372
63,745,361
64,853,351
71,99,376
72,243,357
73,325,352
74,443,340
75,570,327
76,694,317
77,796,309
83,2,332
84,82,325
85,208,319
86,303,310
87,402,297
88,504,288
89,636,277
90,739,268
index,x,y
9,625,559
10,836,548
11,977,533
12,1084,514
21,477,531
22,628,522
23,782,503
24,922,490
25,1028,479
32,112,534
34,423,499
35,568,475
36,725,459
37,868,446
38,977,435
41,41,481
42,277,481
45,114,472
47,390,447
48,535,430
49,675,415
50,807,401
51,930,400
58,109,426
59,271,407
60,357,394
61,428,394
62,626,371
63,746,360
64,853,351
71,101,376
72,250,356
73,328,351
74,442,340
75,564,327
76,694,316
77,796,308
83,2,330
84,84,324
85,219,319
86,305,309
87,401,296
88,465,291
89,635,277
90,737,267
index,x,y
9,619,565
10,836,548
11,982,533
12,1088,513
19,112,592
21,481,532
22,624,520
23,782,503
24,924,491
25,1028,480
32,110,542
34,435,494
35,561,475
36,726,459
37,869,447
38,980,436
41,43,483
42,270,478
45,114,477
47,394,444
48,523,430
49,674,414
50,808,401
51,953,411
58,111,424
59,270,407
60,359,393
61,411,396
62,622,372
63,747,361
64,854,352
71,110,376
72,253,358
73,324,352
74,438,340
75,500,334
76,695,316
77,798,309
84,93,327
85,225,315
86,310,308
87,394,298
88,393,299
89,634,278
90,740,268
index,x,y
9,672,576
10,835,548
11,982,532
12,1087,512
21,494,534
22,632,522
23,783,503
24,924,490
25,1029,479
32,109,543
34,450,495
35,566,475
36,728,459
37,870,447
38,979,436
41,35,483
42,269,479
45,111,482
47,401,449
48,525,430
49,677,413
50,810,401
51,960,415
55,294,441
58,103,422
59,281,408
60,361,395
61,416,395
62,625,371
63,748,361
64,855,351
71,105,383
72,260,357
73,324,352
74,436,342
75,409,344
76,696,316
77,799,309
84,94,327
85,245,312
86,309,308
87,390,298
88,357,301
89,636,277
90,742,268
index,x,y
9,614,568
10,835,549
11,984,534
12,1089,512
19,104,648
21,483,533
22,634,521
23,782,504
24,926,491
25,1029,479
32,108,545
34,433,504
35,562,478
36,726,462
37,870,447
38,980,436
41,50,481
42,271,479
45,110,482
47,395,450
48,534,428
49,674,415
50,809,401
51,951,410
55,299,447
58,107,424
59,278,408
60,365,395
61,407,396
62,623,370
63,748,360
64,855,351
71,107,377
72,258,356
73,327,351
74,439,340
75,480,336
76,695,316
77,799,308
84,95,325
85,237,313
86,312,307
87,394,296
88,364,300
89,636,277
90,740,267
index,x,y
8,517,572
9,628,571
10,833,549
11,979,533
12,1086,513
19,108,640
21,470,536
22,621,526
23,781,504
24,923,490
25,1028,479
32,105,547
34,424,510
35,563,483
36,724,462
37,871,447
38,981,435
42,261,476
45,108,480
47,388,450
48,532,430
49,675,414
50,809,401
51,926,397
55,292,448
58,103,427
59,273,409
60,364,393
61,447,390
62,628,370
63,749,360
64,858,352
71,98,374
72,249,357
73,327,350
74,444,338
75,571,327
76,697,316
77,803,309
83,2,330
84,82,323
85,221,314
86,315,306
87,402,296
88,459,292
89,639,277
90,744,267
index,x,y
8,516,572
9,628,569
10,834,549
11,979,533
12,1086,512
19,108,642
21,472,536
22,623,527
23,782,504
24,924,490
25,1028,478
32,105,547
34,427,509
35,565,483
36,723,461
37,871,446
38,981,435
42,261,477
45,108,480
47,389,450
48,533,430
49,675,414
50,809,401
51,925,396
55,296,448
58,102,428
59,273,409
60,364,393
61,446,390
62,628,370
63,749,360
64,858,352
71,97,374
72,247,357
73,326,350
74,444,338
75,573,327
76,697,316
77,802,309
83,2,329
84,82,322
85,219,314
86,315,306
87,402,295
88,462,291
89,639,277
90,744,267
index,x,y
9,621,569
10,832,550
11,981,534
12,1090,512
19,109,642
21,477,536
22,622,529
23,779,505
24,924,491
25,1030,479
32,101,549
33,324,546
34,433,500
35,564,481
36,722,461
37,870,447
38,981,435
42,263,478
45,105,484
47,393,448
48,531,428
49,673,414
50,809,401
51,970,419
58,102,427
59,264,407
60,360,392
61,453,388
62,625,370
63,749,360
64,857,351
71,95,375
72,246,358
73,324,349
74,443,338
75,553,328
76,696,316
77,802,308
83,0,334
84,78,322
85,219,313
86,311,307
87,401,295
88,435,295
89,638,277
90,744,267
index,x,y
8,516,572
9,630,580
10,832,550
11,982,534
12,1090,514
19,106,648
21,476,545
22,620,527
23,778,505
24,925,491
25,1031,479
32,98,548
33,326,545
34,428,505
35,569,483
36,723,461
37,870,447
38,981,436
42,259,478
45,102,482
47,389,450
48,532,429
49,675,414
50,808,401
51,962,414
58,99,427
59,261,407
60,358,393
61,487,384
62,628,370
63,748,360
64,856,351
71,92,374
72,241,356
73,322,350
74,443,338
75,573,326
76,696,316
77,801,307
83,2,329
84,76,322
85,210,314
86,305,307
87,402,295
88,485,289
89,638,277
90,742,266
index,x,y
8,479,576
9,634,578
10,833,550
11,980,533
12,1087,515
19,108,650
21,466,531
22,622,527
23,781,506
24,924,491
25,1029,478
32,96,551
33,288,544
34,428,497
35,567,482
36,725,461
37,869,447
38,980,436
42,261,479
45,98,482
47,396,446
48,535,427
49,675,414
50,809,401
51,987,427
58,96,426
59,262,407
60,363,391
61,488,382
62,626,369
63,748,361
64,857,351
71,89,374
72,244,356
73,325,348
74,445,337
75,572,325
76,695,315
77,800,307
83,2,327
84,75,321
85,212,315
86,308,305
87,403,295
88,481,288
89,638,275
90,740,265
index,x,y
8,494,575
9,647,577
10,838,550
11,981,533
12,1089,515
19,104,651
21,470,533
22,629,529
23,785,506
24,925,491
25,1030,479
32,96,553
33,294,546
34,429,499
35,568,484
36,728,461
37,871,446
38,980,436
45,97,483
47,392,450
48,536,430
49,679,415
50,811,402
51,1009,437
58,94,426
59,256,408
60,361,393
61,477,386
62,626,371
63,749,360
64,858,351
71,85,375
72,248,359
73,322,350
74,442,338
75,573,326
76,696,315
77,801,306
83,3,332
84,71,321
85,215,317
86,301,307
87,398,294
88,444,292
89,638,275
90,742,265
index,x,y
9,664,585
10,841,552
11,980,534
12,1090,516
19,97,648
21,475,558
22,640,533
23,785,508
24,925,492
25,1031,479
32,93,559
33,301,522
34,442,508
35,579,487
36,729,464
37,871,448
38,981,436
45,94,487
46,281,456
47,405,448
48,515,434
49,678,416
50,810,403
51,1024,443
58,87,425
59,263,411
60,371,389
61,473,386
62,627,372
63,750,362
64,858,351
71,80,375
72,249,359
73,329,347
74,446,336
75,574,326
76,698,316
77,802,308
83,4,328
84,70,320
85,228,312
86,312,306
87,408,294
88,422,295
89,638,277
90,746,266
index,x,y
8,490,598
9,662,584
10,841,552
11,981,534
12,1091,516
19,100,649
21,483,554
22,640,531
23,785,507
24,926,492
25,1032,479
32,93,559
33,301,523
34,442,508
35,578,487
36,728,464
37,871,448
38,981,436
45,95,487
46,280,457
47,404,447
48,523,433
49,678,416
50,810,403
51,1026,444
58,87,425
59,263,411
60,371,389
61,470,387
62,626,372
63,750,362
64,858,351
71,81,375
72,248,359
73,329,347
74,447,336
75,573,326
76,698,316
77,802,308
83,2,330
84,70,320
85,226,313
86,312,306
87,409,294
88,430,293
89,638,277
90,746,265
index,x,y
7,320,564
8,481,584
9,657,586
10,838,553
11,980,535
12,1091,518
19,95,637
21,460,536
22,636,528
23,781,509
24,925,493
25,1033,480
32,92,557
33,293,514
34,430,504
35,578,485
36,727,465
37,870,449
38,982,438
45,93,484
46,274,454
47,402,446
48,513,433
49,676,417
50,811,405
51,1006,435
58,85,425
59,260,408
60,368,389
61,482,384
62,625,372
63,749,362
64,861,352
71,82,373
72,245,358
73,333,346
74,451,335
75,574,325
76,697,315
77,802,307
83,2,326
84,73,320
85,220,315
86,312,306
87,412,294
88,478,289
89,638,275
90,746,264
index,x,y
8,471,578
9,652,585
10,838,552
11,978,536
12,1093,518
19,96,639
21,445,533
22,629,527
23,781,508
24,926,494
25,1035,481
32,90,555
33,266,520
34,419,501
35,573,484
36,726,465
37,872,449
38,983,438
42,260,480
45,89,484
46,256,454
47,380,450
48,505,435
49,677,417
50,812,406
51,923,395
58,84,425
59,248,407
60,351,393
61,481,384
62,625,372
63,750,362
64,863,352
71,79,373
72,226,356
73,317,350
74,443,336
75,572,325
76,697,314
77,803,306
83,2,329
84,69,320
85,198,316
86,293,307
87,401,294
88,504,286
89,638,275
90,745,263
index,x,y
8,475,583
9,652,585
10,839,553
11,981,537
12,1098,519
19,92,638
21,447,534
22,629,527
23,783,509
24,928,495
25,1038,482
32,89,557
33,270,519
34,415,502
35,573,485
36,727,465
37,873,449
38,985,439
45,88,484
46,259,458
47,380,449
48,521,434
49,677,418
50,813,406
51,943,404
58,81,425
59,246,406
60,349,394
61,488,382
62,626,372
63,753,363
64,864,352
71,75,373
72,219,357
73,315,350
74,440,337
75,572,325
76,698,315
77,805,307
83,2,330
84,66,320
85,193,316
86,290,307
87,400,294
88,516,285
89,638,275
90,747,264
index,x,y
8,469,589
9,653,590
10,842,555
11,982,538
12,1100,519
19,90,631
21,433,541
22,626,534
23,783,512
24,928,495
25,1040,483
32,91,557
33,267,524
34,413,509
35,576,488
36,729,466
37,874,450
38,987,440
45,89,485
46,260,465
47,380,452
48,505,437
49,678,418
50,815,406
51,942,404
58,84,426
59,252,408
60,350,395
61,480,384
62,626,372
63,753,363
64,865,352
71,77,372
72,229,355
73,320,350
74,440,338
75,572,326
76,699,315
77,806,307
83,3,329
84,68,320
85,196,316
86,298,306
87,400,295
88,516,286
89,638,275
90,747,264
index,x,y
8,468,582
9,655,590
10,851,555
11,990,537
12,1103,518
19,92,636
21,450,536
22,629,534
23,791,513
24,934,496
25,1046,484
32,89,555
33,269,519
34,418,505
35,578,488
36,732,466
37,881,451
38,991,441
42,256,484
45,91,484
46,261,454
47,384,450
48,506,437
49,682,418
50,819,405
51,1054,457
58,85,427
59,254,409
60,354,395
61,481,385
62,630,373
63,757,363
64,869,352
71,77,373
72,232,357
73,320,350
74,442,338
75,575,326
76,703,316
77,810,309
83,2,331
84,68,320
85,197,316
86,297,307
87,402,294
88,519,285
89,643,275
90,751,265
index,x,y
8,466,583
9,654,590
10,851,556
11,989,537
12,1102,518
19,92,635
21,450,536
22,627,534
23,791,513
24,933,496
25,1045,484
32,89,555
33,267,518
34,418,506
35,578,488
36,732,466
37,881,451
38,991,441
45,90,483
46,259,454
47,384,450
48,504,437
49,682,418
50,819,405
51,1047,454
58,84,426
59,254,409
60,354,395
61,483,385
62,631,373
63,757,363
64,869,352
71,76,373
72,232,357
73,320,350
74,442,338
75,575,326
76,703,316
77,810,309
83,2,330
84,68,320
85,196,316
86,297,307
87,402,294
88,520,285
89,644,275
90,751,265
index,x,y
8,468,583
9,657,590
10,849,557
11,988,538
12,1103,519
19,95,636
21,449,535
22,629,534
23,791,513
24,932,496
25,1046,483
32,88,554
33,272,521
34,416,503
35,576,489
36,734,465
37,879,450
38,991,440
45,90,484
46,262,458
47,387,449
48,489,438
49,683,418
50,820,404
51,1092,474
58,83,430
59,249,408
60,355,394
61,476,385
62,632,373
63,759,362
64,870,352
71,76,373
72,224,358
73,320,349
74,441,338
75,576,326
76,706,316
77,812,308
83,2,330
84,68,321
85,198,316
86,296,307
87,404,294
88,509,287
89,647,275
90,754,265
index,x,y
8,462,581
9,656,594
10,852,556
11,990,540
12,1104,520
19,91,631
21,443,536
22,634,533
23,794,514
24,936,498
25,1050,487
32,85,548
33,267,514
34,415,506
35,579,491
36,725,467
37,881,451
38,996,442
45,84,476
46,260,449
47,382,449
48,504,437
49,683,419
50,820,404
51,1090,470
58,78,429
59,242,406
60,349,394
61,489,384
62,632,373
63,760,362
64,871,352
71,73,372
72,220,356
73,315,349
74,441,338
75,577,326
76,706,316
77,814,309
83,1,328
84,67,320
85,194,314
86,290,307
87,402,294
88,520,285
89,647,275
90,755,265
index,x,y
9,661,592
10,853,555
11,994,540
12,1108,521
19,86,620
21,447,538
22,637,532
23,795,512
24,937,499
25,1053,487
32,82,547
34,417,508
35,578,491
36,735,465
37,884,451
38,1001,442
42,251,475
45,80,479
47,380,452
48,504,439
49,686,418
50,824,405
51,1091,470
58,77,426
59,251,407
60,351,393
61,493,384
62,634,373
63,760,362
64,873,352
71,70,374
72,224,356
73,312,350
74,440,338
75,578,326
76,707,317
77,816,308
84,63,321
85,197,315
86,286,307
87,399,293
88,516,285
89,648,275
90,758,265
index,x,y
8,445,577
9,652,596
10,848,553
11,993,541
12,1111,523
19,86,623
21,437,536
22,632,531
23,792,511
24,938,499
25,1054,488
32,81,549
33,260,516
34,415,505
35,575,489
36,734,465
37,883,452
38,1002,443
45,79,479
46,259,451
47,379,451
48,511,438
49,683,420
50,823,405
51,1080,464
58,76,433
59,238,406
60,347,395
61,491,387
62,631,373
63,761,362
64,874,353
71,66,374
72,217,357
73,311,350
74,438,339
