index,x,y
9,238.875,284.000
10,311.625,274.000
11,365.250,264.000
12,403.875,253.500
19,45.375,297.500
21,175.500,268.000
22,232.500,261.500
23,289.500,253.500
24,343.875,243.500
25,382.875,238.500
32,45.000,268.000
33,109.500,253.500
34,158.250,251.500
35,214.500,241.500
36,268.500,231.500
37,324.375,223.500
38,364.875,217.000
41,17.625,240.500
45,46.500,236.000
46,104.250,222.000
47,146.250,223.500
48,201.375,215.500
49,251.625,208.500
50,301.500,201.000
51,343.500,196.500
58,45.000,213.000
59,100.875,203.000
60,135.750,197.000
61,163.125,196.500
62,234.000,186.000
63,279.750,180.500
64,319.875,175.500
70,0.750,183.500
71,41.250,188.000
72,91.500,178.000
73,123.750,175.500
74,165.375,169.500
75,213.750,164.000
76,260.250,159.000
77,299.250,155.500
83,2.250,164.500
84,36.750,163.000
85,81.000,158.500
86,116.250,154.000
87,153.000,148.500
88,189.750,145.000
89,239.250,139.500
90,276.750,135.500
index,x,y
9,236.625,283.500
10,311.625,274.000
11,365.625,264.000
12,403.875,253.500
19,45.750,299.500
21,175.500,268.500
22,232.500,261.500
23,289.875,253.500
24,343.875,243.500
25,383.250,238.500
32,45.375,268.500
33,110.250,253.500
34,159.000,252.000
35,214.125,241.500
36,269.250,232.000
37,324.750,223.500
38,365.250,217.000
41,17.625,241.000
45,46.500,236.500
46,104.250,222.000
47,146.625,223.500
48,201.375,215.500
49,251.250,208.500
50,301.875,201.000
51,343.500,196.000
58,45.375,213.000
59,102.000,202.500
60,135.750,197.000
61,159.375,197.000
62,233.250,186.000
63,279.750,180.500
64,319.875,175.500
70,1.125,184.000
71,41.250,188.000
72,92.250,178.000
73,123.750,175.500
74,164.625,170.000
75,213.750,164.000
76,259.875,159.000
77,299.250,155.500
83,2.250,164.500
84,36.750,162.500
85,81.375,158.500
86,116.625,154.000
87,153.000,148.500
88,189.375,145.000
89,238.875,139.500
90,276.750,135.500
index,x,y
9,233.250,280.500
10,309.000,274.000
11,364.875,264.000
12,403.875,253.500
19,45.000,299.000
21,172.500,266.500
22,231.000,259.500
23,287.250,253.000
24,343.500,243.500
25,382.875,238.500
32,45.000,268.500
33,108.375,254.000
34,157.875,250.000
35,211.500,240.500
36,267.000,232.000
37,324.000,223.000
38,365.625,217.500
41,18.750,240.500
45,46.500,237.500
46,104.250,222.000
47,145.500,223.000
48,199.500,214.500
49,250.500,208.000
50,301.500,201.500
51,343.500,196.000
58,45.000,213.000
59,101.250,203.500
60,135.000,197.000
61,156.375,197.500
62,233.250,186.000
63,279.375,180.500
64,319.500,176.000
70,0.750,184.500
71,41.250,188.500
72,92.250,178.000
73,123.375,176.000
74,162.750,170.000
75,213.750,164.000
76,259.875,158.500
77,298.500,155.500
83,2.250,166.000
84,37.875,163.000
85,81.375,159.000
86,116.625,154.000
87,152.250,148.500
88,184.875,145.500
89,238.500,139.500
90,276.375,135.500
index,x,y
6,41.625,302.000
9,230.625,279.000
10,310.125,274.500
11,364.875,265.500
12,403.500,255.500
19,45.375,299.000
21,181.500,267.000
22,232.125,259.500
23,289.500,252.500
24,343.500,244.500
25,383.625,239.000
32,45.000,268.500
34,157.875,252.000
35,214.125,239.000
36,269.250,230.000
37,324.000,223.000
38,365.625,217.500
41,21.000,241.500
42,109.500,236.000
45,45.375,238.500
46,105.000,222.000
47,144.750,224.500
48,200.625,215.500
49,251.625,207.500
50,301.125,200.500
51,342.375,196.000
58,43.875,213.000
59,102.000,203.000
60,135.375,197.500
61,156.750,197.500
62,234.000,185.500
63,279.000,180.500
64,318.750,175.000
70,0.000,186.000
71,40.125,188.000
72,92.250,178.000
73,123.375,176.000
74,167.250,169.500
75,214.125,164.000
76,259.125,158.500
77,297.750,154.500
83,1.125,166.000
84,36.750,163.000
85,80.625,159.000
86,116.625,154.500
87,152.250,149.000
88,195.000,143.500
89,238.500,138.500
90,276.000,134.500
index,x,y
10,310.125,275.000
11,365.250,266.000
12,404.250,257.000
19,44.625,299.500
21,181.125,270.000
22,234.750,264.500
23,290.250,253.000
24,343.875,244.500
25,384.375,239.000
32,44.250,269.500
34,157.875,254.500
35,216.000,242.500
36,269.250,231.000
37,324.000,222.500
38,365.625,217.500
45,44.250,239.500
46,104.250,222.000
47,144.000,225.500
48,188.250,218.500
49,251.625,208.500
50,301.125,201.500
51,342.750,196.000
58,42.375,213.000
59,100.125,204.000
60,133.500,198.500
61,156.375,198.000
62,234.000,186.000
63,279.375,180.500
64,319.125,175.500
70,0.375,185.000
71,38.625,188.000
72,90.750,179.000
73,121.875,176.500
74,167.250,169.500
75,214.125,163.500
76,259.500,158.500
77,298.125,155.000
83,1.125,166.000
84,34.500,162.500
85,79.125,159.500
86,114.750,154.500
87,152.250,148.500
88,184.500,145.000
89,238.500,138.500
90,276.750,135.000
index,x,y
6,42.000,302.000
10,312.750,274.000
11,366.000,266.000
12,404.250,258.000
19,43.500,294.500
22,235.875,265.000
23,292.125,252.000
24,345.375,244.500
25,384.750,239.500
32,43.875,269.000
34,156.750,256.000
35,214.875,242.000
36,270.750,230.500
37,324.750,222.500
38,366.375,217.500
41,13.500,240.000
42,108.000,242.000
45,43.500,239.000
46,105.000,222.000
47,143.625,225.500
48,187.500,218.500
49,252.375,208.500
50,302.250,201.000
51,343.125,196.500
58,41.250,213.000
59,99.750,204.000
60,133.125,198.000
61,154.500,198.500
62,234.375,186.000
63,279.375,180.500
64,319.500,176.000
70,0.000,184.000
71,38.250,188.500
72,91.500,179.000
73,121.875,176.500
74,166.875,169.500
75,214.125,163.500
76,260.250,158.500
77,298.500,155.000
83,0.750,163.500
84,33.375,162.500
85,79.125,159.500
86,115.875,154.500
87,151.875,148.000
88,179.625,145.500
89,238.875,139.000
90,277.875,135.000
index,x,y
8,183.000,289.000
9,237.000,284.500
10,313.125,274.000
11,367.500,265.500
12,406.875,256.500
19,42.375,290.500
21,178.875,268.500
22,234.375,262.000
23,291.750,252.000
24,346.125,244.500
25,385.500,239.000
32,42.375,269.000
34,159.375,253.500
35,213.375,241.000
36,270.375,230.000
37,325.500,222.500
38,366.750,217.500
41,20.625,240.000
45,42.750,238.000
46,105.000,222.000
47,144.375,225.500
48,195.375,217.500
49,251.625,208.500
50,302.250,200.500
51,357.000,205.500
58,40.500,213.500
59,99.000,203.500
60,132.375,198.000
61,158.625,197.500
62,233.625,186.000
63,279.375,180.500
64,319.875,175.500
71,36.750,188.500
72,91.125,178.500
73,121.500,176.000
74,166.125,170.000
75,213.750,163.500
76,259.875,158.500
77,298.500,154.500
83,1.125,166.000
84,30.750,162.500
85,77.625,159.500
86,113.625,155.000
87,150.375,148.500
88,189.375,144.000
89,238.500,138.500
90,277.125,134.000
index,x,y
8,183.000,289.000
9,233.625,283.500
10,312.750,274.000
11,366.750,266.000
12,406.875,256.500
21,179.250,268.000
22,234.000,261.500
23,291.750,252.000
24,345.750,244.500
25,385.500,239.500
32,42.375,269.000
34,158.625,253.500
35,213.000,240.500
36,270.000,230.000
37,325.500,222.500
38,366.375,217.500
41,19.500,240.000
45,42.750,238.000
46,105.000,222.000
47,144.375,225.500
48,197.250,217.000
49,251.625,208.000
50,302.250,200.500
51,357.000,205.500
58,40.500,213.500
59,98.625,203.500
60,132.375,198.000
61,157.125,198.000
62,234.375,186.000
63,279.375,180.500
64,319.875,175.500
71,37.125,188.000
72,91.125,178.500
73,121.875,176.000
74,166.125,170.000
75,213.750,163.500
76,260.250,158.500
77,298.500,154.500
83,0.750,166.000
84,30.750,162.500
85,78.000,159.500
86,113.625,155.000
87,150.750,148.500
88,189.000,144.000
89,238.500,138.500
90,277.125,134.000
index,x,y
9,234.375,279.500
10,313.500,274.000
11,366.375,266.500
12,406.500,257.000
21,178.875,265.500
22,235.500,261.000
23,293.250,251.500
24,345.750,245.000
25,385.500,239.500
32,42.000,267.000
34,158.625,249.500
35,213.000,237.500
36,271.875,229.500
37,325.500,223.000
38,366.375,217.500
41,15.375,240.500
42,103.875,240.500
45,42.750,236.000
47,146.250,223.500
48,200.625,215.000
49,253.125,207.500
50,302.625,200.500
51,348.750,200.000
58,40.875,213.000
59,101.625,203.500
60,133.875,197.000
61,160.500,197.000
62,234.750,185.500
63,279.750,180.000
64,319.875,175.500
71,37.875,188.000
72,93.750,178.000
73,123.000,175.500
74,165.750,170.000
75,211.500,163.500
76,260.250,158.000
77,298.500,154.000
83,0.750,165.000
84,31.500,162.000
85,82.125,159.500
86,114.375,154.500
87,150.375,148.000
88,174.375,145.500
89,238.125,138.500
90,276.375,133.500
index,x,y
9,232.125,282.500
10,313.500,274.000
11,368.250,266.500
12,408.000,256.500
19,42.000,296.000
21,180.375,266.000
22,234.000,260.000
23,293.250,251.500
24,346.500,245.500
25,385.500,240.000
32,41.250,271.000
34,163.125,247.000
35,210.375,237.500
36,272.250,229.500
37,325.875,223.500
38,367.500,218.000
41,16.125,241.500
42,101.250,239.000
45,42.750,238.500
47,147.750,222.000
48,196.125,215.000
49,252.750,207.000
50,303.000,200.500
51,357.375,205.500
58,41.625,212.000
59,101.250,203.500
60,134.625,196.500
61,154.125,198.000
62,233.250,186.000
63,280.125,180.500
64,320.250,176.000
71,41.250,188.000
72,94.875,179.000
73,121.500,176.000
74,164.250,170.000
75,187.500,167.000
76,260.625,158.000
77,299.250,154.500
84,34.875,163.500
85,84.375,157.500
86,116.250,154.000
87,147.750,149.000
88,147.375,149.500
89,237.750,139.000
90,277.500,134.000
index,x,y
9,252.000,288.000
10,313.125,274.000
11,368.250,266.000
12,407.625,256.000
21,185.250,267.000
22,237.000,261.000
23,293.625,251.500
24,346.500,245.000
25,385.875,239.500
32,40.875,271.500
34,168.750,247.500
35,212.250,237.500
36,273.000,229.500
37,326.250,223.500
38,367.125,218.000
41,13.125,241.500
42,100.875,239.500
45,41.625,241.000
47,150.375,224.500
48,196.875,215.000
49,253.875,206.500
50,303.750,200.500
51,360.000,207.500
55,110.250,220.500
58,38.625,211.000
59,105.375,204.000
60,135.375,197.500
61,156.000,197.500
62,234.375,185.500
63,280.500,180.500
64,320.625,175.500
71,39.375,191.500
72,97.500,178.500
73,121.500,176.000
74,163.500,171.000
75,153.375,172.000
76,261.000,158.000
77,299.625,154.500
84,35.250,163.500
85,91.875,156.000
86,115.875,154.000
